x,x2,x3,d,quantity,x_c
11,127,1438,0,7115,-9
27,745,20350,1,6340,7
26,688,18049,1,4642,6
28,760,20971,1,2338,8
20,395,7843,0,4349,0
30,904,27165,1,5714,10
20,395,7844,0,3982,0
20,391,7731,0,4292,0
13,182,2458,0,5522,-7
19,368,7062,0,5304,-1
19,356,6717,0,4481,-1
21,453,9630,1,5844,1
27,749,20519,1,7768,7
35,1199,41527,1,5732,15
23,538,12463,1,5629,3
21,444,9354,1,7928,1
25,626,15681,1,6347,5
21,421,8627,1,5917,1
25,623,15533,1,4178,5
23,544,12682,1,5258,3
33,1086,35791,1,4685,13
14,185,2523,0,6091,-6
11,125,1391,0,6472,-9
27,706,18748,1,6008,7
27,736,19986,1,4197,7
23,507,11415,1,5969,3
29,837,24197,1,4699,9
16,267,4369,0,5356,-4
24,585,14137,1,5485,4
25,629,15758,1,4531,5
18,336,6162,0,4849,-2
21,422,8679,1,5326,1
21,427,8813,1,5406,1
16,257,4110,0,3766,-4
18,332,6039,0,5344,-2
22,482,10587,1,6932,2
30,908,27367,1,5358,10
29,857,25101,1,5168,9
18,328,5935,0,4427,-2
31,961,29810,1,6526,11
26,698,18454,1,5073,6
26,687,18012,1,5842,6
23,515,11697,1,5200,3
15,227,3429,0,5733,-5
16,264,4288,0,5092,-4
22,497,11066,1,5046,2
21,436,9109,1,4480,1
13,167,2149,0,5975,-7
10,102,1029,0,4308,-10
19,353,6638,0,3757,-1
18,324,5829,0,5354,-2
26,686,17952,1,6660,6
18,324,5827,0,5084,-2
13,172,2256,0,4259,-7
24,556,13116,1,4536,4
17,295,5056,0,4810,-3
20,415,8448,1,6687,0
21,431,8938,1,6672,1
21,426,8791,1,6800,1
22,499,11139,1,4533,2
32,1018,32470,1,4490,12
23,526,12076,1,5280,3
17,299,5168,0,4715,-3
18,319,5706,0,3007,-2
22,481,10540,1,4546,2
26,690,18124,1,4021,6
23,531,12247,1,5589,3
24,589,14296,1,6515,4
20,390,7702,0,4005,0
21,454,9664,1,3464,1
30,905,27248,1,5626,10
15,228,3451,0,3731,-5
15,239,3702,0,5609,-5
15,214,3122,0,4922,-5
18,325,5859,0,4638,-2
14,191,2642,0,6250,-6
14,199,2804,0,6788,-6
18,327,5905,0,4542,-2
20,407,8220,1,4317,0
20,404,8131,1,5377,0
15,238,3677,0,5329,-5
9,86,791,0,4877,-11
29,840,24336,1,4142,9
20,413,8406,1,5564,0
17,285,4816,0,3801,-3
21,437,9147,1,6571,1
17,277,4618,0,4425,-3
36,1278,45674,1,6069,16
32,1007,31950,1,4227,12
13,163,2073,0,4496,-7
26,663,17083,1,6514,6
16,267,4373,0,5520,-4
12,146,1770,0,3559,-8
20,415,8454,1,6421,0
23,546,12759,1,6922,3
17,286,4833,0,4778,-3
18,337,6175,0,5282,-2
22,491,10884,1,5669,2
18,328,5936,0,6138,-2
15,210,3050,0,6017,-5
29,837,24208,1,4803,9
20,412,8353,1,6827,0
22,499,11163,1,5198,2
20,387,7604,0,5153,0
12,136,1580,0,5543,-8
23,535,12367,1,6668,3
14,207,2980,0,3781,-6
17,275,4564,0,5694,-3
16,244,3804,0,6490,-4
22,467,10080,1,3813,2
21,441,9255,1,6499,1
24,583,14081,1,3951,4
20,385,7551,0,5247,0
17,294,5038,0,5322,-3
19,353,6620,0,5148,-1
10,105,1084,0,4738,-10
19,351,6572,0,5668,-1
18,324,5834,0,4998,-2
22,467,10081,1,5812,2
24,581,13993,1,7155,4
24,570,13622,1,4415,4
17,304,5300,0,5367,-3
21,422,8657,1,8534,1
28,789,22172,1,6147,8
17,275,4561,0,6340,-3
19,367,7018,0,4492,-1
20,389,7661,0,6489,0
26,675,17536,1,6399,6
18,323,5807,0,4965,-2
19,364,6932,0,4752,-1
21,431,8940,1,5219,1
20,415,8454,1,6132,0
25,604,14855,1,6803,5
20,407,8205,1,6520,0
14,199,2815,0,4438,-6
14,192,2659,0,4482,-6
18,328,5950,0,5112,-2
25,620,15455,1,7017,5
21,447,9465,1,5648,1
22,496,11050,1,4676,2
25,640,16181,1,3828,5
13,168,2178,0,5072,-7
21,452,9602,1,6745,1
21,422,8681,1,8049,1
20,415,8449,1,5861,0
25,611,15113,1,4712,5
13,180,2407,0,4507,-7
19,372,7180,0,4536,-1
15,232,3523,0,5983,-5
30,922,28011,1,7157,10
17,292,4996,0,5279,-3
22,500,11184,1,4781,2
20,388,7635,0,5098,0
32,1017,32421,1,5126,12
19,380,7410,0,5536,-1
19,370,7129,0,4632,-1
15,229,3458,0,3806,-5
12,138,1617,0,4458,-8
13,177,2347,0,5437,-7
22,501,11211,1,6823,2
20,412,8352,1,4885,0
23,521,11891,1,6220,3
10,97,962,0,4815,-10
14,192,2661,0,5877,-6
21,434,9053,1,5117,1
28,760,20967,1,6552,8
20,415,8453,1,6112,0
23,535,12372,1,4571,3
26,690,18124,1,6144,6
23,523,11944,1,3185,3
16,266,4337,0,5046,-4
23,522,11934,1,5698,3
26,674,17516,1,6146,6
16,258,4141,0,6380,-4
19,347,6455,0,4991,-1
24,573,13708,1,4076,4
20,405,8147,1,4999,0
20,385,7559,0,6749,0
13,165,2119,0,3099,-7
22,487,10761,1,6096,2
19,366,7014,0,5842,-1
19,364,6950,0,5185,-1
15,239,3703,0,5081,-5
14,201,2848,0,4385,-6
12,150,1832,0,3889,-8
15,220,3255,0,4195,-5
19,343,6364,0,4097,-1
18,332,6054,0,5143,-2
14,200,2824,0,5941,-6
16,260,4199,0,3937,-4
14,204,2916,0,4328,-6
23,538,12481,1,6164,3
17,273,4500,0,5044,-3
13,182,2453,0,3853,-7
14,184,2495,0,4082,-6
22,480,10507,1,5139,2
29,819,23422,1,4455,9
26,669,17316,1,4585,6
20,388,7654,0,4702,0
25,619,15401,1,7356,5
19,351,6581,0,5647,-1
19,370,7111,0,4210,-1
27,739,20086,1,5393,7
15,240,3716,0,4295,-5
14,200,2834,0,5953,-6
17,298,5139,0,4170,-3
21,442,9283,1,4969,1
20,385,7555,0,6395,0
11,112,1179,0,3424,-9
16,249,3940,0,4954,-4
13,180,2417,0,3924,-7
29,818,23390,1,5722,9
16,254,4056,0,3191,-4
14,208,2996,0,5614,-6
26,653,16696,1,5056,6
29,819,23431,1,4290,9
21,456,9740,1,6842,1
25,649,16535,1,6741,5
23,549,12863,1,5779,3
15,221,3280,0,4718,-5
27,754,20699,1,6517,7
20,405,8159,1,7005,0
27,710,18913,1,6912,7
14,201,2840,0,4387,-6
19,353,6620,0,4513,-1
17,300,5203,0,5671,-3
16,242,3775,0,6610,-4
21,436,9101,1,7264,1
17,294,5053,0,4504,-3
20,419,8570,1,5933,0
21,455,9718,1,5279,1
18,311,5485,0,5645,-2
10,102,1029,0,4664,-10
23,533,12294,1,4256,3
28,768,21273,1,4725,8
20,405,8153,1,4152,0
17,275,4561,0,5527,-3
21,438,9168,1,4313,1
28,771,21422,1,6509,8
17,302,5243,0,4505,-3
23,547,12809,1,5560,3
24,573,13703,1,3368,4
16,258,4150,0,5227,-4
7,54,399,0,4472,-13
17,275,4551,0,5396,-3
12,154,1908,0,4817,-8
22,477,10416,1,5662,2
23,515,11694,1,6817,3
14,209,3025,0,7046,-6
10,103,1052,0,4374,-10
24,582,14033,1,6245,4
19,346,6441,0,5679,-1
18,314,5558,0,5712,-2
14,198,2786,0,5071,-6
22,497,11082,1,7729,2
20,406,8194,1,5907,0
25,622,15510,1,7088,5
22,471,10213,1,5063,2
29,850,24792,1,5807,9
25,640,16204,1,5172,5
21,421,8651,1,4616,1
18,328,5947,0,6104,-2
22,485,10682,1,6129,2
26,695,18323,1,5927,6
17,286,4842,0,4303,-3
25,637,16082,1,1982,5
15,221,3293,0,3382,-5
15,229,3467,0,5908,-5
26,668,17270,1,7457,6
23,537,12460,1,3676,3
10,98,974,0,3723,-10
26,663,17069,1,7027,6
18,333,6085,0,4978,-2
20,384,7533,0,5960,0
25,644,16349,1,6668,5
20,393,7788,0,6457,0
29,813,23188,1,4621,9
25,649,16524,1,6033,5
18,310,5445,0,4810,-2
19,358,6786,0,7213,-1
19,369,7086,0,6843,-1
19,359,6801,0,4407,-1
21,427,8815,1,6042,1
20,388,7634,0,4549,0
13,177,2357,0,3869,-7
24,554,13057,1,4657,4
15,232,3530,0,6803,-5
19,378,7355,0,4659,-1
21,437,9137,1,5816,1
15,234,3574,0,5055,-5
17,306,5342,0,7237,-3
17,294,5044,0,5231,-3
18,333,6084,0,4882,-2
23,546,12748,1,6439,3
18,340,6270,0,3108,-2
21,451,9576,1,6307,1
22,481,10537,1,6049,2
25,620,15443,1,4660,5
16,262,4231,0,4441,-4
18,338,6221,0,5889,-2
18,321,5764,0,4057,-2
23,514,11657,1,5321,3
27,754,20706,1,4913,7
25,627,15709,1,3992,5
23,533,12289,1,4921,3
19,351,6563,0,4827,-1
20,411,8345,1,6132,0
19,363,6928,0,6263,-1
14,197,2772,0,4498,-6
18,328,5928,0,2826,-2
13,163,2076,0,6321,-7
16,257,4108,0,6204,-4
24,583,14091,1,4899,4
23,549,12865,1,6262,3
28,763,21071,1,4101,8
18,342,6326,0,3691,-2
33,1078,35402,1,3027,13
25,616,15298,1,5377,5
26,692,18197,1,5847,6
11,127,1431,0,5129,-9
17,276,4588,0,5631,-3
20,408,8236,1,5203,0
19,344,6384,0,3528,-1
7,44,293,0,4883,-13
24,596,14548,1,3909,4
22,490,10861,1,6512,2
22,486,10729,1,5565,2
16,243,3778,0,4909,-4
13,159,2012,0,5879,-7
18,317,5644,0,6164,-2
27,703,18623,1,6598,7
19,343,6358,0,3486,-1
8,58,438,0,4643,-12
27,755,20757,1,4673,7
16,267,4365,0,5001,-4
10,94,910,0,5199,-10
27,749,20497,1,4868,7
20,398,7927,0,5747,0
16,255,4069,0,6102,-4
21,423,8714,1,6235,1
17,305,5319,0,4366,-3
23,529,12168,1,3411,3
15,224,3346,0,5981,-5
22,502,11260,1,5661,2
32,1046,33814,1,5165,12
21,456,9722,1,5484,1
23,518,11790,1,5300,3
24,582,14045,1,4418,4
23,550,12898,1,7779,3
21,460,9874,1,5222,1
28,786,22038,1,5108,8
13,178,2378,0,2712,-7
27,727,19615,1,5300,7
25,614,15204,1,5545,5
19,369,7089,0,5088,-1
17,283,4752,0,5248,-3
13,167,2151,0,5596,-7
20,392,7763,0,5569,0
20,396,7879,0,4149,0
20,413,8395,1,4130,0
20,400,8005,1,4828,0
17,301,5224,0,3110,-3
16,268,4377,0,4841,-4
20,385,7555,0,5656,0
18,325,5851,0,5480,-2
19,366,6993,0,6811,-1
25,611,15089,1,4169,5
26,687,17997,1,5065,6
22,504,11314,1,5249,2
20,383,7502,0,3770,0
21,450,9540,1,3812,1
19,349,6509,0,4914,-1
18,337,6189,0,3956,-2
19,364,6941,0,4949,-1
20,384,7532,0,4705,0
12,138,1630,0,3430,-8
25,635,15983,1,6264,5
23,518,11790,1,4158,3
18,335,6141,0,3935,-2
20,403,8101,1,6613,0
17,274,4526,0,4571,-3
15,240,3722,0,4020,-5
19,346,6442,0,2992,-1
31,954,29447,1,6771,11
13,164,2100,0,3774,-7
26,654,16726,1,5311,6
11,112,1192,0,4545,-9
18,319,5703,0,3461,-2
18,325,5858,0,4544,-2
19,377,7306,0,5611,-1
20,390,7705,0,5164,0
14,208,2996,0,4340,-6
15,222,3307,0,4052,-5
32,1014,32299,1,5593,12
21,456,9741,1,6118,1
16,265,4313,0,4409,-4
22,482,10584,1,6925,2
14,188,2575,0,3486,-6
21,451,9576,1,5116,1
14,197,2770,0,3371,-6
22,498,11128,1,4941,2
19,364,6931,0,4092,-1
15,214,3121,0,5694,-5
24,590,14345,1,4534,4
20,401,8024,1,5532,0
23,517,11768,1,5941,3
16,256,4087,0,6117,-4
24,562,13332,1,5271,4
24,591,14375,1,6478,4
24,593,14448,1,7826,4
23,550,12886,1,5254,3
12,146,1770,0,3884,-8
20,406,8173,1,6085,0
24,586,14198,1,5430,4
29,826,23751,1,6241,9
23,522,11917,1,3995,3
10,109,1142,0,7081,-10
13,158,1986,0,4225,-7
14,206,2962,0,4992,-6
14,187,2567,0,6106,-6
19,349,6523,0,5025,-1
21,459,9839,1,4612,1
17,296,5089,0,6020,-3
21,441,9247,1,7734,1
16,244,3805,0,5773,-4
16,263,4259,0,3913,-4
25,627,15694,1,5436,5
21,441,9252,1,5493,1
12,136,1584,0,6092,-8
18,315,5591,0,7142,-2
15,222,3308,0,6793,-5
19,359,6808,0,2890,-1
21,462,9930,1,5371,1
19,355,6687,0,3485,-1
12,147,1780,0,4690,-8
23,537,12433,1,5713,3
18,330,5999,0,6449,-2
29,834,24064,1,4301,9
20,409,8261,1,4693,0
27,735,19913,1,3762,7
21,443,9322,1,6359,1
13,160,2017,0,3711,-7
26,688,18030,1,5784,6
27,705,18715,1,7830,7
21,444,9345,1,4836,1
21,430,8920,1,4591,1
14,190,2609,0,6154,-6
23,526,12070,1,4267,3
19,368,7068,0,5736,-1
14,192,2666,0,4193,-6
23,510,11504,1,4778,3
13,159,2000,0,7738,-7
20,395,7860,0,5735,0
24,568,13542,1,3113,4
23,532,12275,1,5838,3
14,208,3006,0,5362,-6
14,189,2603,0,3973,-6
22,497,11064,1,4252,2
17,280,4697,0,5736,-3
23,515,11670,1,4937,3
21,450,9551,1,5047,1
19,361,6870,0,5633,-1
16,257,4110,0,3757,-4
22,472,10267,1,6957,2
23,521,11905,1,5945,3
20,398,7940,0,5048,0
13,170,2210,0,4775,-7
15,235,3593,0,4688,-5
18,309,5434,0,4959,-2
23,532,12281,1,7574,3
19,352,6616,0,6195,-1
25,612,15138,1,6220,5
16,271,4472,0,6441,-4
23,524,12010,1,4495,3
24,555,13064,1,4279,4
19,362,6887,0,4584,-1
16,269,4410,0,3326,-4
10,93,899,0,4561,-10
14,190,2623,0,4844,-6
19,371,7133,0,5439,-1
19,367,7032,0,4954,-1
21,446,9409,1,6019,1
25,631,15840,1,5823,5
14,196,2743,0,5132,-6
14,192,2667,0,5353,-6
20,412,8359,1,5573,0
27,726,19544,1,4062,7
15,213,3098,0,6432,-5
23,536,12417,1,7178,3
18,312,5512,0,6255,-2
22,484,10659,1,5909,2
34,1167,39889,1,4159,14
20,410,8302,1,5620,0
16,247,3887,0,5323,-4
27,714,19082,1,5345,7
17,278,4643,0,4740,-3
15,229,3466,0,3954,-5
16,242,3773,0,4842,-4
28,780,21767,1,5543,8
17,282,4732,0,3000,-3
17,274,4541,0,3701,-3
17,278,4646,0,4519,-3
31,957,29587,1,5233,11
21,432,8972,1,7351,1
22,499,11155,1,5170,2
16,253,4024,0,3939,-4
27,716,19169,1,4580,7
25,607,14937,1,5911,5
12,146,1758,0,5725,-8
15,230,3486,0,3718,-5
16,264,4294,0,6119,-4
21,440,9231,1,4439,1
12,154,1909,0,5538,-8
24,575,13781,1,5908,4
24,564,13392,1,6346,4
14,183,2484,0,6365,-6
16,251,3969,0,4400,-4
21,433,9017,1,4473,1
31,983,30827,1,5558,11
20,410,8297,1,6036,0
14,200,2826,0,5404,-6
22,476,10390,1,5512,2
22,501,11227,1,4207,2
14,206,2960,0,6220,-6
24,589,14285,1,4124,4
14,200,2820,0,6362,-6
24,557,13138,1,6422,4
27,755,20733,1,5285,7
18,314,5574,0,5687,-2
17,295,5070,0,4423,-3
22,502,11244,1,5504,2
20,408,8255,1,5069,0
17,294,5044,0,5531,-3
26,686,17984,1,6283,6
30,891,26605,1,3661,10
18,328,5940,0,5571,-2
18,323,5804,0,6524,-2
17,299,5167,0,4344,-3
15,228,3441,0,3980,-5
13,182,2458,0,5129,-7
25,614,15199,1,6807,5
21,444,9369,1,4986,1
24,594,14483,1,7941,4
21,423,8695,1,5693,1
10,97,951,0,3345,-10
22,479,10484,1,5204,2
15,214,3120,0,6407,-5
18,329,5961,0,5983,-2
25,609,15025,1,2779,5
15,219,3250,0,5078,-5
28,768,21283,1,3952,8
11,124,1389,0,5195,-9
19,352,6599,0,3914,-1
19,372,7183,0,4588,-1
25,638,16104,1,5648,5
12,135,1570,0,3748,-8
19,361,6858,0,5792,-1
19,354,6658,0,5917,-1
19,360,6842,0,3881,-1
20,394,7807,0,2900,0
17,273,4521,0,4716,-3
24,573,13702,1,6229,4
11,127,1439,0,4771,-9
14,192,2655,0,4100,-6
24,558,13164,1,3199,4
23,507,11408,1,5590,3
25,603,14814,1,7074,5
22,490,10858,1,5547,2
16,242,3767,0,5254,-4
20,413,8379,1,4437,0
20,397,7906,0,5176,0
18,307,5380,0,5708,-2
22,478,10451,1,5013,2
13,181,2433,0,5831,-7
19,353,6644,0,5320,-1
21,440,9229,1,6190,1
20,395,7840,0,4266,0
20,388,7632,0,5181,0
23,540,12542,1,4663,3
26,659,16900,1,7034,6
15,236,3630,0,4693,-5
23,525,12027,1,3983,3
17,282,4739,0,4641,-3
10,99,982,0,5089,-10
15,211,3071,0,4316,-5
15,239,3701,0,3334,-5
20,399,7972,0,3296,0
14,207,2974,0,4493,-6
17,299,5170,0,6672,-3
11,114,1224,0,3381,-9
25,633,15941,1,3581,5
24,557,13160,1,5799,4
26,683,17857,1,3797,6
22,471,10215,1,5379,2
14,184,2487,0,6908,-6
18,330,6000,0,4972,-2
15,212,3093,0,5856,-5
18,326,5892,0,4852,-2
15,230,3494,0,2803,-5
21,427,8838,1,6217,1
26,678,17674,1,5731,6
22,487,10763,1,4900,2
18,333,6087,0,5880,-2
16,258,4133,0,5263,-4
23,516,11733,1,6187,3
26,691,18150,1,5578,6
21,421,8639,1,4361,1
20,383,7490,0,6695,0
19,369,7082,0,5537,-1
19,355,6677,0,5293,-1
22,500,11191,1,6237,2
27,750,20522,1,6472,7
24,574,13749,1,5831,4
19,352,6599,0,6743,-1
18,325,5846,0,5228,-2
27,736,19973,1,4380,7
20,401,8023,1,6049,0
21,457,9783,1,4871,1
16,249,3938,0,7203,-4
20,389,7677,0,5161,0
9,78,695,0,3291,-11
14,187,2566,0,6250,-6
25,645,16370,1,5202,5
19,346,6448,0,4217,-1
28,780,21773,1,4261,8
10,90,859,0,4010,-10
21,428,8844,1,8206,1
25,604,14844,1,6244,5
17,305,5319,0,5240,-3
27,703,18621,1,6396,7
23,531,12238,1,4773,3
17,286,4841,0,5096,-3
29,837,24229,1,4867,9
23,516,11735,1,5540,3
13,173,2275,0,5159,-7
20,396,7865,0,4841,0
23,547,12790,1,7501,3
23,513,11606,1,4966,3
16,246,3849,0,4528,-4
18,307,5389,0,3455,-2
18,339,6233,0,3053,-2
21,458,9791,1,5757,1
14,191,2648,0,5190,-6
22,499,11147,1,5031,2
22,492,10912,1,7920,2
22,488,10783,1,4998,2
16,256,4096,0,6229,-4
26,651,16626,1,7093,6
18,342,6329,0,5656,-2
21,442,9292,1,5813,1
17,300,5190,0,4777,-3
19,359,6790,0,4560,-1
19,343,6353,0,4316,-1
21,431,8941,1,6588,1
21,460,9859,1,4888,1
18,322,5780,0,4596,-2
19,353,6642,0,2823,-1
23,550,12890,1,5913,3
18,338,6225,0,5529,-2
22,503,11277,1,4818,2
24,569,13555,1,3654,4
23,532,12284,1,6897,3
22,489,10803,1,6047,2
23,525,12022,1,4073,3
13,167,2159,0,5117,-7
25,627,15706,1,5362,5
20,383,7497,0,5198,0
24,567,13509,1,6076,4
16,265,4311,0,4066,-4
16,247,3873,0,5603,-4
16,262,4237,0,4719,-4
13,179,2390,0,6486,-7
18,323,5815,0,6734,-2
25,627,15714,1,4699,5
14,210,3036,0,6773,-6
22,478,10462,1,5817,2
19,356,6731,0,2944,-1
26,654,16716,1,6343,6
19,380,7401,0,4087,-1
17,291,4951,0,6195,-3
21,449,9512,1,5594,1
23,529,12162,1,5240,3
29,818,23409,1,6040,9
15,230,3481,0,5954,-5
19,368,7058,0,2941,-1
13,180,2414,0,5686,-7
20,384,7512,0,5286,0
19,354,6652,0,4202,-1
22,494,10964,1,5723,2
25,649,16544,1,4157,5
20,400,8005,1,6430,0
14,187,2565,0,5611,-6
14,197,2767,0,3999,-6
18,318,5669,0,5516,-2
24,570,13600,1,5403,4
16,254,4044,0,1882,-4
18,341,6305,0,4813,-2
29,839,24318,1,6071,9
22,486,10724,1,5331,2
22,483,10615,1,4865,2
26,694,18294,1,5087,6
15,215,3149,0,4066,-5
25,637,16074,1,6626,5
20,388,7640,0,7604,0
29,860,25209,1,6248,9
20,416,8488,1,4567,0
8,68,562,0,5163,-12
20,387,7623,0,5238,0
21,434,9034,1,5691,1
15,238,3668,0,3683,-5
32,999,31585,1,5789,12
22,491,10875,1,6129,2
22,505,11346,1,4847,2
24,588,14275,1,5310,4
20,403,8097,1,5234,0
22,469,10155,1,7441,2
15,240,3719,0,4433,-5
23,508,11444,1,6192,3
20,392,7766,0,4695,0
15,211,3060,0,6233,-5
17,289,4925,0,4358,-3
20,385,7555,0,5356,0
17,282,4745,0,6104,-3
18,323,5814,0,5427,-2
11,122,1345,0,4715,-9
19,363,6908,0,5039,-1
12,155,1936,0,3831,-8
25,624,15586,1,5275,5
15,230,3480,0,3492,-5
30,892,26655,1,5906,10
24,584,14101,1,6913,4
16,267,4354,0,4269,-4
22,487,10734,1,5792,2
23,513,11631,1,6563,3
29,835,24129,1,5781,9
15,231,3513,0,4331,-5
19,366,6995,0,4816,-1
27,728,19636,1,4989,7
16,256,4093,0,6471,-4
26,658,16895,1,4979,6
29,845,24579,1,4400,9
19,378,7346,0,3543,-1
21,459,9830,1,5191,1
24,575,13792,1,6021,4
23,532,12285,1,7434,3
20,415,8449,1,7628,0
22,466,10048,1,5458,2
20,409,8257,1,5647,0
11,121,1330,0,5018,-9
22,482,10566,1,5017,2
22,481,10552,1,5402,2
16,254,4037,0,5312,-4
16,252,4012,0,3581,-4
21,420,8621,1,6121,1
15,216,3175,0,4987,-5
10,110,1146,0,2907,-10
21,425,8777,1,6612,1
21,445,9377,1,4405,1
20,415,8460,1,5390,0
27,748,20439,1,4524,7
25,645,16382,1,4434,5
17,301,5221,0,5445,-3
17,285,4806,0,4558,-3
17,283,4761,0,5137,-3
22,477,10418,1,5509,2
28,769,21315,1,4918,8
17,298,5137,0,4057,-3
14,194,2699,0,3415,-6
11,128,1454,0,5481,-9
12,134,1550,0,5515,-8
26,675,17552,1,4483,6
10,99,990,0,4266,-10
22,476,10372,1,5403,2
21,436,9093,1,5685,1
19,365,6966,0,6402,-1
14,195,2724,0,5032,-6
28,780,21788,1,5502,8
16,246,3851,0,4377,-4
32,1030,33051,1,6776,12
23,529,12170,1,5272,3
12,151,1858,0,5567,-8
16,259,4169,0,6312,-4
18,306,5363,0,5210,-2
22,466,10044,1,5642,2
15,225,3365,0,5288,-5
25,603,14819,1,4987,5
24,589,14296,1,7586,4
15,236,3621,0,2214,-5
23,509,11482,1,4828,3
29,818,23405,1,5398,9
21,445,9393,1,5984,1
31,992,31242,1,6403,11
20,410,8291,1,4478,0
18,340,6256,0,4569,-2
20,392,7752,0,5671,0
21,446,9403,1,5074,1
27,706,18771,1,4087,7
13,167,2162,0,4784,-7
12,152,1870,0,4778,-8
23,541,12575,1,5753,3
20,409,8259,1,6077,0
26,671,17393,1,4681,6
17,290,4928,0,3050,-3
26,656,16809,1,7252,6
12,153,1893,0,5703,-8
23,529,12153,1,5825,3
19,379,7375,0,3471,-1
4,14,51,0,3468,-16
17,277,4619,0,5495,-3
20,407,8201,1,5903,0
18,311,5497,0,5500,-2
20,398,7936,0,6637,0
30,900,27020,1,4208,10
22,472,10250,1,6063,2
16,272,4481,0,5276,-4
20,386,7598,0,3483,0
15,213,3109,0,4743,-5
12,138,1619,0,4442,-8
20,410,8314,1,5259,0
19,361,6865,0,3329,-1
21,437,9140,1,5286,1
21,427,8823,1,6108,1
18,328,5952,0,6475,-2
18,337,6178,0,3298,-2
14,203,2902,0,5188,-6
14,188,2575,0,5433,-6
15,225,3365,0,6538,-5
15,212,3094,0,5122,-5
22,489,10806,1,5413,2
19,369,7098,0,2754,-1
14,204,2914,0,5893,-6
13,176,2338,0,5764,-7
22,502,11247,1,6670,2
24,583,14078,1,4662,4
21,460,9858,1,6725,1
12,146,1770,0,5859,-8
22,469,10171,1,6038,2
22,492,10912,1,3055,2
24,565,13441,1,8535,4
28,799,22572,1,3976,8
27,742,20216,1,5109,7
21,452,9609,1,6127,1
16,247,3872,0,4925,-4
24,558,13164,1,6689,4
12,142,1693,0,3582,-8
17,304,5309,0,4798,-3
24,596,14560,1,6504,4
16,268,4376,0,4476,-4
20,394,7824,0,2972,0
30,906,27276,1,5238,10
17,305,5333,0,6311,-3
26,687,18010,1,5342,6
10,110,1157,0,4105,-10
14,205,2930,0,5849,-6
17,287,4867,0,4774,-3
20,398,7945,0,3239,0
20,412,8348,1,4780,0
16,242,3771,0,5662,-4
24,594,14484,1,5832,4
14,199,2811,0,5529,-6
20,406,8167,1,5880,0
20,383,7508,0,4744,0
23,527,12093,1,5236,3
16,243,3780,0,3584,-4
20,402,8074,1,5848,0
14,193,2677,0,6130,-6
24,556,13093,1,5788,4
19,378,7343,0,4158,-1
21,446,9428,1,6154,1
21,426,8787,1,7176,1
18,341,6307,0,5360,-2
23,508,11442,1,4147,3
23,512,11589,1,5267,3
12,134,1545,0,4851,-8
25,629,15785,1,7831,5
22,499,11147,1,5574,2
24,594,14465,1,5685,4
15,238,3666,0,5184,-5
21,459,9822,1,5757,1
24,567,13501,1,5461,4
23,508,11464,1,6074,3
17,273,4505,0,5393,-3
25,610,15054,1,5188,5
26,671,17395,1,5631,6
25,631,15853,1,4824,5
21,446,9420,1,4275,1
22,488,10785,1,4898,2
14,199,2803,0,4910,-6
19,376,7279,0,7057,-1
25,605,14867,1,5735,5
20,395,7847,0,5563,0
19,367,7040,0,5077,-1
23,523,11974,1,5998,3
16,253,4019,0,4454,-4
15,222,3311,0,4994,-5
18,309,5432,0,4254,-2
22,478,10456,1,7120,2
24,592,14420,1,7676,4
11,113,1199,0,5837,-9
28,803,22762,1,3880,8
15,213,3112,0,5682,-5
23,512,11588,1,6757,3
16,242,3767,0,2878,-4
31,937,28687,1,5156,11
11,118,1277,0,5434,-9
15,213,3104,0,5816,-5
22,477,10429,1,4352,2
24,570,13594,1,6759,4
24,579,13941,1,5304,4
19,369,7094,0,5397,-1
21,442,9294,1,6305,1
15,221,3277,0,6259,-5
21,451,9570,1,5792,1
19,377,7330,0,5414,-1
17,303,5286,0,5496,-3
19,358,6766,0,4382,-1
27,734,19900,1,5916,7
25,648,16480,1,4831,5
17,279,4667,0,6398,-3
20,395,7845,0,4782,0
9,81,735,0,6001,-11
26,658,16864,1,4682,6
19,368,7050,0,3122,-1
19,377,7316,0,3942,-1
21,435,9064,1,4322,1
16,243,3798,0,4838,-4
14,188,2583,0,5116,-6
20,405,8150,1,6435,0
12,147,1781,0,5204,-8
25,624,15602,1,6718,5
13,158,1978,0,6043,-7
20,403,8083,1,6017,0
21,453,9641,1,5798,1
22,486,10722,1,5924,2
13,167,2162,0,3676,-7
11,119,1298,0,4306,-9
15,226,3406,0,5590,-5
21,426,8792,1,6931,1
18,326,5876,0,4947,-2
19,342,6332,0,4807,-1
22,480,10505,1,5462,2
31,935,28602,1,5334,11
21,450,9551,1,5786,1
19,361,6867,0,3586,-1
25,644,16357,1,6168,5
25,648,16499,1,4586,5
20,414,8433,1,6470,0
24,578,13911,1,5961,4
23,524,11983,1,6225,3
23,522,11937,1,6610,3
23,544,12682,1,5927,3
19,356,6730,0,6447,-1
20,409,8280,1,6253,0
23,511,11549,1,5434,3
27,717,19182,1,5734,7
27,752,20638,1,5407,7
24,575,13788,1,6710,4
22,468,10127,1,4231,2
22,464,10009,1,4328,2
27,715,19128,1,5580,7
19,359,6803,0,6572,-1
15,214,3120,0,5774,-5
20,420,8610,1,6430,0
20,383,7495,0,5194,0
25,638,16114,1,5180,5
20,408,8237,1,6130,0
22,476,10384,1,6382,2
